id,city,state,state_abbr,population,median_age,average_household_size,median_income,household_income,per_capita_income
13602,SEDGWICK,Colorado,CO,290,53.3,2.15,25536,40938,26007
13603,SEIBERT,Colorado,CO,224,55.3,1.71,22917,31964,22881
13604,SEVERANCE,Colorado,CO,239,37.7,2.85,31685,102632,33704
13607,SHERIDAN LAKE,Colorado,CO,292,39.5,2.41,32500,39896,30964
13608,SILT,Colorado,CO,4947,37.2,2.68,35703,59176,28570
13609,SILVER PLUME,Colorado,CO,196,48.1,2,31042,63750,40744
13610,SILVERTON,Colorado,CO,522,46.8,2.22,26020,45417,28495
13611,SIMLA,Colorado,CO,1014,38.7,2.66,31603,56739,37402
13613,SNOWMASS,Colorado,CO,1520,36,3.03,23142,50417,28198
13614,SNYDER,Colorado,CO,309,33.3,3.36,30972,69000,20804
13615,SOMERSET,Colorado,CO,194,54.4,1.9,14438,49500,30338
13616,SOUTH FORK,Colorado,CO,1093,59.6,1.99,23594,47125,30197
13617,SPRINGFIELD,Colorado,CO,1947,43.9,2.21,21799,34028,22910
13618,STEAMBOAT SPRINGS,Colorado,CO,18015,41.33,3.01,45299.33,71510,45710.33
13619,STERLING,Colorado,CO,17577,36.6,2.52,22773,42392,24048
13621,STRASBURG,Colorado,CO,5314,39.7,2.99,36341,80943,28836
13622,STRATTON,Colorado,CO,1139,33.5,2.36,25197,45294,24341
13623,SUGAR CITY,Colorado,CO,678,31.8,2.86,15529,46250,19042
13624,SWINK,Colorado,CO,686,33.8,2.82,23454,27250,19821
13625,TABERNASH,Colorado,CO,1625,42.4,2.57,29541,76818,31107
13626,TELLURIDE,Colorado,CO,5123,39.5,2.38,32530,66716,45476
13627,TIMNATH,Colorado,CO,1908,34.8,2.83,49500,108092,38417
13629,TOWAOC,Colorado,CO,1288,29.1,2.63,15719,22969,12192
13630,TRINCHERA,Colorado,CO,74,59.3,1.8,51071,57768,32009
13631,TRINIDAD,Colorado,CO,11176,43.6,2.1,22409,39778,23968
13632,TWO BUTTES,Colorado,CO,151,42.4,2.1,18636,33000,17625
13633,U S A F ACADEMY,Colorado,CO,6098,20.9,3.41,13542,70179,14837
13634,VAIL,Colorado,CO,5793,37.7,2.52,37144,75044,53168
13636,VICTOR,Colorado,CO,596,55.8,1.83,25250,44063,31718
13637,VILAS,Colorado,CO,143,37.3,2.38,28333,30833,21570
13639,VONA,Colorado,CO,199,49.5,2.19,30250,49306,31398
13640,WALDEN,Colorado,CO,1342,47.6,2.3,25000,46307,24522
13641,WALSENBURG,Colorado,CO,4352,52,2.07,19408,30279,20819
13642,WALSH,Colorado,CO,941,52,2.15,23015,40250,22493
13643,WARD,Colorado,CO,601,60,1.93,41115,118365,50221
13644,WATKINS,Colorado,CO,1574,27.3,2.63,47652,92986,38389
13645,WELDONA,Colorado,CO,841,40.8,2.28,29387,55625,27994
13646,WELLINGTON,Colorado,CO,10674,34.4,2.92,39702,83155,34303
13647,WESTCLIFFE,Colorado,CO,4136,57,2.13,23125,40563,25513
13648,WESTMINSTER,Colorado,CO,52358,36.2,2.66,32127.5,62194.5,29809
13649,WESTON,Colorado,CO,676,56.4,2.05,21250,45833,33036
13650,WETMORE,Colorado,CO,483,63.7,2.23,25934,67325,32056
13651,WHEAT RIDGE,Colorado,CO,24977,43.4,2.08,31452,52193,34032
13652,WHITEWATER,Colorado,CO,1975,48,2.3,38162,69306,33962
13653,WIGGINS,Colorado,CO,2688,42.4,2.6,27604,52047,24824
13655,WILEY,Colorado,CO,787,42.3,2.12,26629,46429,28316
13656,WINDSOR,Colorado,CO,26555,38.5,2.77,41893,88262,38550
13657,WINTER PARK,Colorado,CO,1052,42.4,1.98,32271,85061,49699
13659,WOODLAND PARK,Colorado,CO,12876,45.5,2.5,37169,77348,38044
13660,WOODROW,Colorado,CO,234,42.4,2.44,29063,42500,23691
13661,WOODY CREEK,Colorado,CO,209,50.3,2.22,50083,47065,31662
13662,WRAY,Colorado,CO,3674,35.2,2.6,29643,46359,25508
13663,YAMPA,Colorado,CO,660,41.3,2.67,30303,51923,26535
13665,YODER,Colorado,CO,1341,49.2,2.57,23889,50298,26248
13666,YUMA,Colorado,CO,4627,43.8,2.24,24470,44496,24016
13667,AFTON,Wyoming,WY,4569,33.9,2.9,22823,55982,24550
13668,BEDFORD,Wyoming,WY,439,26.8,3.16,31076,68080,26243
13669,ETNA,Wyoming,WY,1002,44.3,2.15,25918,71736,48796
13670,ALPINE,Wyoming,WY,1076,47,2.13,43938,93618,46811
13671,ALBIN,Wyoming,WY,264,34.9,3.03,24559,46420,25733
13672,ALCOVA,Wyoming,WY,262,61.9,2.79,35688,94000,32984
13673,ALVA,Wyoming,WY,140,43.8,2.86,51131,83625,30640
13675,AUBURN,Wyoming,WY,552,25.9,3.03,41250,80714,18574
13676,BAGGS,Wyoming,WY,602,35.9,2.41,50163,76429,29311
13677,BAIROIL,Wyoming,WY,152,40.7,3.1,51875,61827,24086
13678,BASIN,Wyoming,WY,2231,49.7,2.81,24453,57401,24337
13679,BEULAH,Wyoming,WY,415,62.6,1.93,34318,61713,34950
13681,BIG PINEY,Wyoming,WY,2859,37.5,3.68,26289,75962,26601
13682,BONDURANT,Wyoming,WY,156,65.1,1.46,70795,83510,58627
13684,BUFFALO,Wyoming,WY,7585,45.3,2.22,28815,51923,33445
13685,BURLINGTON,Wyoming,WY,620,31.3,3.28,24500,67695,20020
13686,BURNS,Wyoming,WY,1307,41.6,2.42,38333,63281,25857
13687,BYRON,Wyoming,WY,560,42.3,2.79,20705,57188,24743
13688,CARPENTER,Wyoming,WY,1196,29,3.99,21898,108036,29173
13689,CASPER,Wyoming,WY,74033,36.3,2.43,32420,61055.67,32403.33
13691,CENTENNIAL,Wyoming,WY,217,57.8,1.85,30000,56285,33799
13692,CHEYENNE,Wyoming,WY,91279,36.6,2.48,32667.67,62848.67,30849
13696,CHUGWATER,Wyoming,WY,425,58.4,2,19722,43421,32243
13697,CLEARMONT,Wyoming,WY,230,55,1.69,27813,54375,33021
13698,CODY,Wyoming,WY,15833,45.7,2.39,30541,63328,32812
13699,COKEVILLE,Wyoming,WY,1163,37.7,3.28,25688,63250,21686
13701,COWLEY,Wyoming,WY,904,35,2.94,27981,75227,28233
13702,CROWHEART,Wyoming,WY,136,70.2,2.03,10250,26250,34073
13704,DAYTON,Wyoming,WY,974,44.9,2.11,31103,59423,33389
13705,DEAVER,Wyoming,WY,361,41.4,2.67,31012,72750,25940
13707,DIAMONDVILLE,Wyoming,WY,667,51.1,2.07,29861,64063,35304
13708,DIXON,Wyoming,WY,95,52.8,1.79,18542,29375,24837
13709,DOUGLAS,Wyoming,WY,10035,40.1,2.49,32258,64646,32894
13710,DUBOIS,Wyoming,WY,1649,60.1,1.91,27820,45231,31444
13711,EDGERTON,Wyoming,WY,191,44.6,2.1,21771,47250,24986
13712,ELK MOUNTAIN,Wyoming,WY,253,41,2.26,35833,53929,26428
13713,EMBLEM,Wyoming,WY,81,72.1,1.69,13809,26406,14728
13714,ENCAMPMENT,Wyoming,WY,1052,53.2,2.3,21406,45341,34107
13715,EVANSTON,Wyoming,WY,14589,35.1,2.61,26021,50829,26011
13716,EVANSVILLE,Wyoming,WY,4376,35.9,2.2,32217,49580,33172
13717,FAIRVIEW,Wyoming,WY,128,29.3,3.88,26429,58839,17954
13718,FARSON,Wyoming,WY,325,39.1,2.02,36429,63490,48438
13719,FORT BRIDGER,Wyoming,WY,527,40.3,2.62,41898,84712,39865
13720,FORT LARAMIE,Wyoming,WY,546,54.6,2.23,28176,48542,33408
13721,FORT WASHAKIE,Wyoming,WY,1771,27.3,3.61,18274,47647,15934
13722,FRANNIE,Wyoming,WY,151,49.3,2.1,14375,25500,16642
13723,FREEDOM,Wyoming,WY,877,39.6,2.7,36599,85625,34411
13724,GILLETTE,Wyoming,WY,44127,33.45,2.71,37432.5,79145.5,32872.5
13726,WRIGHT,Wyoming,WY,2003,33,2.38,57772,78432,35630
13727,GLENDO,Wyoming,WY,450,58.6,1.95,24213,41719,28147
13728,GLENROCK,Wyoming,WY,4143,39.7,2.52,31054,59471,29667
13730,GREEN RIVER,Wyoming,WY,12912,37.1,2.77,35500,73900,32575
13732,GREYBULL,Wyoming,WY,2583,39.2,2.48,26425,48854,23358
13733,GROVER,Wyoming,WY,740,15.1,3.98,37303,53333,12831
13734,GUERNSEY,Wyoming,WY,1243,39.7,2.35,28295,57273,25305
13735,HANNA,Wyoming,WY,743,48.1,2.24,32109,48056,25769
13738,HILLSDALE,Wyoming,WY,526,36,2.46,45813,69306,37930
13739,HUDSON,Wyoming,WY,489,32.5,2.88,29013,54167,20986
13740,HULETT,Wyoming,WY,836,41.2,2.27,28500,49837,37769
13741,HYATTVILLE,Wyoming,WY,133,59,2.2,35446,69750,36361
13742,JACKSON,Wyoming,WY,16990,36.9,2.54,40140,79725,49758
13743,TETON VILLAGE,Wyoming,WY,523,39.7,4.98,47461,125697,32874
13745,KAYCEE,Wyoming,WY,825,36.7,2.58,27604,55909,26063
13747,KEMMERER,Wyoming,WY,3195,38.3,2.54,33594,67232,31991
13748,KINNEAR,Wyoming,WY,489,44.3,2.72,22414,50385,19689
13749,LA BARGE,Wyoming,WY,491,35.1,2.76,33088,44875,24644
13750,LAGRANGE,Wyoming,WY,555,28.8,2.55,15197,33750,15618
13752,LANDER,Wyoming,WY,13830,39.6,2.59,28016,57981,28205
13755,LARAMIE,Wyoming,WY,37203,23.67,2.24,15067.33,44733,17276
13758,LINGLE,Wyoming,WY,1347,45.2,2.68,32418,60568,27446
13762,LOVELL,Wyoming,WY,3502,40.7,2.51,21967,49453,23525
13763,LUSK,Wyoming,WY,2138,37.9,2.23,23077,38831,22796
13764,LYMAN,Wyoming,WY,4127,34.8,2.83,33488,79402,30316
13766,MANDERSON,Wyoming,WY,260,39.8,2.65,18750,33000,17628
13767,MANVILLE,Wyoming,WY,210,58.3,2.53,19583,29856,30212
13768,MEDICINE BOW,Wyoming,WY,431,61.1,2.04,24722,42250,24584
13769,MEETEETSE,Wyoming,WY,992,44.5,2.49,30199,48125,25812
13771,MIDWEST,Wyoming,WY,377,47.5,2.43,31620,55625,23274
13772,MILLS,Wyoming,WY,1657,32.1,2.22,21272,41473,21631
13773,MOORCROFT,Wyoming,WY,2941,33.3,2.66,41613,82454,31617
13776,MOUNTAIN VIEW,Wyoming,WY,1536,32.2,2.68,40922,52028,23700
13777,NEWCASTLE,Wyoming,WY,5484,42.3,2.15,27332,56346,30238
13778,OPAL,Wyoming,WY,130,50.5,2.41,22917,83750,30047
13781,PARKMAN,Wyoming,WY,230,55.3,1.74,40250,59000,36985
13782,PAVILLION,Wyoming,WY,887,43.1,2.7,30972,61328,27761
13783,PINE BLUFFS,Wyoming,WY,1574,55.2,2.21,27226,51488,27387
13784,PINEDALE,Wyoming,WY,5092,37.1,3,38427,89453,31138
13785,POWELL,Wyoming,WY,11719,39.9,2.44,26629,60199,33301
13786,RALSTON,Wyoming,WY,259,54.4,3.32,33456,52321,20745
13787,RANCHESTER,Wyoming,WY,1409,37.4,2.79,31563,61917,23682
13789,RAWLINS,Wyoming,WY,9313,34,2.46,33016,60388,27033
13790,WALCOTT,Wyoming,WY,63,71.3,1.7,27917,40139,22270
13791,RECLUSE,Wyoming,WY,529,43.5,3.01,14439,78750,23939
13792,RELIANCE,Wyoming,WY,233,56.2,1.62,33500,34944,28265
13793,RIVERTON,Wyoming,WY,19510,35.8,2.63,27144,54788,27676
13794,ARAPAHOE,Wyoming,WY,504,25.6,3.88,15250,40357,15564
13797,ROCK RIVER,Wyoming,WY,186,63.3,1.77,17569,22202,18739
13798,ROCK SPRINGS,Wyoming,WY,29573,32.2,2.7,33711,72633,31324
13800,ROZET,Wyoming,WY,1419,34.7,2.7,52254,89886,35768
13801,SARATOGA,Wyoming,WY,2499,44.9,2.36,30048,59188,29108
13803,SHELL,Wyoming,WY,296,36.3,1.76,15504,76250,27914
13804,SHERIDAN,Wyoming,WY,25134,41.5,2.19,32152,55710,31694
13805,SHOSHONI,Wyoming,WY,1022,46,2.24,24490,44000,28729
13806,SINCLAIR,Wyoming,WY,451,43.9,2.35,45060,85956,36529
13807,SMOOT,Wyoming,WY,536,57.1,2.95,43884,81014,29389
13808,BANNER,Wyoming,WY,853,50.3,2.43,54250,78618,45223
13809,STORY,Wyoming,WY,883,40.8,2,38159,46442,26270
13810,ALADDIN,Wyoming,WY,290,61.6,2.2,30724,80370,35801
13811,SUNDANCE,Wyoming,WY,2412,47.2,2.33,29691,61522,35733
13812,SUPERIOR,Wyoming,WY,318,37.9,2.86,23362,47083,26946
13813,TEN SLEEP,Wyoming,WY,726,53.5,2.1,26434,55577,31245
13814,THAYNE,Wyoming,WY,3387,41.8,2.41,30535,54167,29458
13815,KIRBY,Wyoming,WY,105,43.6,2.33,19688,46094,20723
13816,THERMOPOLIS,Wyoming,WY,4597,49.9,2.06,28750,48125,31060
13817,TORRINGTON,Wyoming,WY,10359,43,2.38,26280,47086,27426
13818,UPTON,Wyoming,WY,1438,47.9,2.03,38438,63906,34056
13821,WAMSUTTER,Wyoming,WY,226,40.2,2.57,54375,71250,42135
13822,WAPITI,Wyoming,WY,161,68.1,1.58,27075,50064,27542
13823,WHEATLAND,Wyoming,WY,6550,45.9,2.33,25311,47354,32620
13824,WILSON,Wyoming,WY,3585,46.6,2.54,47307,102292,57646
13825,WORLAND,Wyoming,WY,7716,41.6,2.35,28522,50966,26851
13827,YELLOWSTONE NATIONAL PARK,Wyoming,WY,842,25.4,1.61,16667,68342,22786
13828,YODER,Wyoming,WY,426,50.4,2.16,26921,57063,33025
13829,ABERDEEN,Idaho,ID,3534,32.5,3.14,21699,43793,17904
13830,ALBION,Idaho,ID,813,22.6,3.52,30048,60353,19726
13831,ALMO,Idaho,ID,153,56.9,2.07,20417,31731,22554
13832,AMERICAN FALLS,Idaho,ID,6109,34.4,2.99,26052,47717,21217
13833,ARBON,Idaho,ID,123,49.2,2.28,24107,48750,44225
13834,ARCO,Idaho,ID,1405,43.4,2.48,18650,33897,22114
13835,ARIMO,Idaho,ID,638,28.3,2.7,31719,42727,21400
13836,ASHTON,Idaho,ID,2397,36.6,2.79,21040,42206,19186
13837,BANCROFT,Idaho,ID,817,37.1,2.7,26146,49712,24503
13839,BASALT,Idaho,ID,357,36.6,3.05,18281,41250,16065
13840,BELLEVUE,Idaho,ID,3696,41.4,2.61,30729,59243,31783
13841,ATOMIC CITY,Idaho,ID,38,57.8,1.73,26667,37708,20032
13842,BLACKFOOT,Idaho,ID,26646,32.9,2.92,22982,51326,21620
13843,BLISS,Idaho,ID,1017,45.4,2.34,22244,42212,26607
13844,BLOOMINGTON,Idaho,ID,115,48.1,2.61,23750,51250,23397
13845,ATLANTA,Idaho,ID,33,75.2,1.32,23603,36250,25364
13846,BOISE,Idaho,ID,251761,36.53,2.46,31093.67,60045.67,34506.89
13847,GARDEN CITY,Idaho,ID,20916,44.1,2.26,28723,50809,35594
13848,BRUNEAU,Idaho,ID,672,32.9,2.67,29226,48333,25252
13849,BUHL,Idaho,ID,9432,45.3,2.5,21759,43773,23568
13850,BURLEY,Idaho,ID,17044,31.9,2.86,22281,45968,19893
13851,CALDWELL,Idaho,ID,68261,33.45,3.04,21582,45042,19374.5
13852,CAMBRIDGE,Idaho,ID,942,53.8,2.19,19093,35057,26211
13853,MESA,Idaho,ID,104,64.8,1.82,19130,26691,26777
13854,CAREY,Idaho,ID,885,39.3,3.29,29516,61250,23164
13855,CARMEN,Idaho,ID,763,56.6,2.16,11016,32500,17362
13856,CASCADE,Idaho,ID,2091,58.8,2.37,24770,53025,28793
13857,CASTLEFORD,Idaho,ID,511,41.8,2.47,20732,45347,20866
13858,CHALLIS,Idaho,ID,2230,52,2.16,16549,34453,18699
13859,CHESTER,Idaho,ID,235,20.8,5.11,16736,50385,10203
13860,CLAYTON,Idaho,ID,202,63.1,1.3,32629,34246,28002
13861,CLIFTON,Idaho,ID,697,23.3,3.71,20298,45750,13393
13862,COUNCIL,Idaho,ID,2055,53.5,2.29,22500,39557,23208
13863,DAYTON,Idaho,ID,519,27.6,3.44,25625,56875,18697
13864,DECLO,Idaho,ID,1702,38.9,3.18,27386,62581,20992
13865,DONNELLY,Idaho,ID,1261,57.3,2.78,31743,50156,28095
13866,DOWNEY,Idaho,ID,1683,37.2,2.7,23663,41328,21994
13867,DRIGGS,Idaho,ID,3458,35.6,2.98,33036,56667,31108
13868,DUBOIS,Idaho,ID,947,29.2,3.36,23194,33625,15669
13869,SPENCER,Idaho,ID,32,66.5,1.78,15833,19000,12728
13870,EAGLE,Idaho,ID,27141,45.7,2.66,37229,82929,44178
13871,EDEN,Idaho,ID,706,48.7,2.63,23313,57708,29954
13873,EMMETT,Idaho,ID,15462,45.2,2.59,20577,42791,20403
13875,FAIRFIELD,Idaho,ID,779,39.8,2.59,22917,37083,22293
13876,FILER,Idaho,ID,6033,34.3,2.91,26811,57988,22777
13877,FIRTH,Idaho,ID,2250,35,3.29,23170,66522,20829
13878,FRANKLIN,Idaho,ID,1086,30.3,3.04,24242,53125,23423
13879,FRUITLAND,Idaho,ID,7805,35.6,2.71,24460,49303,24267
13880,GARDEN VALLEY,Idaho,ID,2009,56.9,2.39,23512,49201,27776
13881,LOWMAN,Idaho,ID,182,51.7,2.12,13417,29205,15053
13882,GENEVA,Idaho,ID,92,40.2,3.41,31346,43750,13764
13883,GEORGETOWN,Idaho,ID,548,39.1,2.78,21477,60625,23318
13885,GLENNS FERRY,Idaho,ID,1316,39.7,2.46,16458,30543,16710
13886,KING HILL,Idaho,ID,517,42.8,2.43,22538,35104,22908
13887,GOODING,Idaho,ID,6480,35.1,2.67,26554,44153,22614
13889,GRACE,Idaho,ID,2200,40.3,2.75,25478,51542,25246
13891,GRAND VIEW,Idaho,ID,1173,37.8,2.77,18380,38851,17639
13892,GREENLEAF,Idaho,ID,1684,34.3,3.36,20139,53277,17496
13893,HAGERMAN,Idaho,ID,2811,47.6,2.44,21834,36339,20696
13894,HAILEY,Idaho,ID,10447,41.6,2.77,30492,58244,31695
13896,HAMER,Idaho,ID,418,37.5,3.14,25938,44625,22696
13897,HAMMETT,Idaho,ID,530,58.7,2.32,21964,32375,18634
13898,HANSEN,Idaho,ID,2131,30.8,2.92,24156,45074,20733
13899,HAZELTON,Idaho,ID,1786,39.2,2.84,22251,45969,21094
13900,HEYBURN,Idaho,ID,5658,30.7,3.08,27168,53828,21888
13901,HOMEDALE,Idaho,ID,4278,39.4,2.77,20898,37421,16619
13902,HORSESHOE BEND,Idaho,ID,1722,50.7,2.52,22696,42330,22389
13903,SWEET,Idaho,ID,554,50,3.15,18607,49643,16682
13904,HOWE,Idaho,ID,303,47.2,2.5,38036,75568,31656
13905,IDAHO CITY,Idaho,ID,685,52.2,1.89,23250,29318,21772
13907,IDAHO FALLS,Idaho,ID,107054,33.35,2.83,26746.5,56610,27006.5
13908,INDIAN VALLEY,Idaho,ID,268,59.4,2.13,26400,48750,28402
13909,INKOM,Idaho,ID,2201,47.4,2.54,29881,54242,28322
13910,IONA,Idaho,ID,2033,26.1,3.53,30997,67500,21814
13911,IRWIN,Idaho,ID,435,57,2.18,24231,49643,26671
13912,ISLAND PARK,Idaho,ID,810,60.6,2,35776,52330,37699
13914,JEROME,Idaho,ID,20561,32,2.99,22259,46081,18695
13915,KETCHUM,Idaho,ID,4688,45.4,2.14,35386,58245,36755
13916,KIMBERLY,Idaho,ID,7765,33.5,3.24,22551,56704,21946
13917,KUNA,Idaho,ID,27846,32.4,3.33,29176,66945,19058
13918,LAVA HOT SPRINGS,Idaho,ID,807,40.6,2.74,23681,53466,26241
13919,LEADORE,Idaho,ID,349,35.5,2.54,22963,35000,19119
13920,LEMHI,Idaho,ID,147,49.5,2.67,25833,60536,26705
13921,LEWISVILLE,Idaho,ID,741,42.3,2.92,23542,50625,20447
13922,MCCALL,Idaho,ID,6832,46.4,3,20948,55071,28338
13924,MCCAMMON,Idaho,ID,1385,41.7,2.72,26199,55921,29013
13925,MACKAY,Idaho,ID,1084,49.7,2.45,21667,50000,29204
13927,MALAD CITY,Idaho,ID,4199,39.9,2.67,21853,42716,21531
13928,MALTA,Idaho,ID,1340,39.1,3.07,23214,50250,20991
13929,MARSING,Idaho,ID,3468,36.1,2.77,21023,40156,18213
13931,MELBA,Idaho,ID,3397,42,2.64,23210,42452,26889
13932,MENAN,Idaho,ID,1553,33.9,3.03,22385,56250,21394
13933,MERIDIAN,Idaho,ID,100577,36.75,2.76,32411.5,65325.5,30422.5
13934,MIDDLETON,Idaho,ID,11191,32.9,3.02,26250,49685,23110
13935,MIDVALE,Idaho,ID,797,53.6,2.33,21161,46875,26383
13936,MONTEVIEW,Idaho,ID,561,22,3.38,30677,54196,19792
13937,BERN,Idaho,ID,135,54.2,2.45,20208,64250,27004
13938,MONTPELIER,Idaho,ID,3790,36.7,2.55,21868,47050,24345
13939,MOORE,Idaho,ID,1135,53.2,2.32,33355,49138,31294
13940,MOUNTAIN HOME,Idaho,ID,20624,33.4,2.52,26439,46849,24231
13941,MOUNTAIN HOME A F B,Idaho,ID,3070,22.5,2.83,25166,40458,17981
13942,MURPHY,Idaho,ID,472,40.5,2.41,25259,35208,28044
13943,MURTAUGH,Idaho,ID,1248,28.3,3.27,29569,47083,23076
13944,NAMPA,Idaho,ID,113003,33.23,2.87,23630.67,46568.67,20210.67
13945,NEWDALE,Idaho,ID,407,40.3,2.54,25917,51023,23760
13946,NEW MEADOWS,Idaho,ID,1468,52.6,2.16,25313,44769,25629
13947,NEW PLYMOUTH,Idaho,ID,4165,39.5,2.73,23169,44320,21982
13950,NOTUS,Idaho,ID,631,38.5,3,20347,41250,15668
13951,OAKLEY,Idaho,ID,2032,27.6,3.29,27138,52143,19013
13952,OLA,Idaho,ID,238,56.5,2.77,20326,34773,14798
13953,PARIS,Idaho,ID,590,46.6,2.47,24038,60104,24731
13954,PARMA,Idaho,ID,6566,39.1,3.03,22254,48313,20313
13955,PAUL,Idaho,ID,2956,41.3,2.68,26667,51500,23454
13956,PAYETTE,Idaho,ID,9754,42.9,2.52,24131,49835,23129
13957,PINGREE,Idaho,ID,1312,43.1,3.04,28750,65149,23289
13958,SPRINGFIELD,Idaho,ID,225,55.5,2.27,43516,76172,32020
13959,POCATELLO,Idaho,ID,79564,30.02,2.42,19014.75,47645,19917.25
13960,FORT HALL,Idaho,ID,297,37,3.41,20000,30250,13039
13961,PRESTON,Idaho,ID,9264,34.7,2.92,21231,50727,20977
13962,REXBURG,Idaho,ID,36120,21.25,3.51,8460,32639,10441.5
13963,RICHFIELD,Idaho,ID,1261,36.8,3.31,21875,48527,19077
13964,RIGBY,Idaho,ID,21446,30,3.29,27616,59763,22102
13965,RIRIE,Idaho,ID,1052,40.6,2.95,20285,45134,20678
13966,ROBERTS,Idaho,ID,1147,42.1,2.64,20464,36563,16510
13967,ROCKLAND,Idaho,ID,538,38.3,2.99,24643,55577,24966
13968,RUPERT,Idaho,ID,12418,35.9,2.69,22081,44701,21958
13969,SAINT ANTHONY,Idaho,ID,7396,36.6,2.83,25096,57016,20495
13970,SAINT CHARLES,Idaho,ID,298,41.6,2.66,30865,43750,21091
13971,FISH HAVEN,Idaho,ID,213,67.3,2.13,29500,51250,29349
13972,SALMON,Idaho,ID,5899,51.7,2.02,21982,36447,22370
13973,SHELLEY,Idaho,ID,9197,32.6,3.25,24008,56288,20033
13974,DIETRICH,Idaho,ID,831,32,3.98,22938,47083,15966
13975,SHOSHONE,Idaho,ID,3177,33.4,3.03,24094,43864,19484
13976,SODA SPRINGS,Idaho,ID,3797,36,2.63,26374,61272,26729
13979,STAR,Idaho,ID,9856,35.9,2.82,32391,57023,28623
13980,SUGAR CITY,Idaho,ID,2584,22,4.31,16603,47798,17945
13981,SUN VALLEY,Idaho,ID,1353,53.7,1.96,27403,61607,38514
13983,SWAN VALLEY,Idaho,ID,197,52.6,2.21,30625,54375,27108
13984,TENDOY,Idaho,ID,108,60.5,1.8,29145,53333,31571
13985,TERRETON,Idaho,ID,1003,31.1,3.33,22286,48125,17213
13986,TETON,Idaho,ID,1002,28.9,3.13,22036,51125,18370
13988,TETONIA,Idaho,ID,1919,29.4,3.57,30809,68125,21197
13989,TWIN FALLS,Idaho,ID,55237,33.5,2.63,23759,47906,22756
13990,ROGERSON,Idaho,ID,130,31.5,2.17,20000,25000,14277
13991,UCON,Idaho,ID,401,29.5,2.84,22500,40536,19276
13992,VICTOR,Idaho,ID,5110,38.9,2.62,32299,50688,28531
13993,WEISER,Idaho,ID,8213,43.1,2.53,20461,36991,19178
13994,WENDELL,Idaho,ID,4685,33.3,3.03,21448,47095,17659
13995,WESTON,Idaho,ID,1275,30,3.41,25349,55441,19381
13996,WILDER,Idaho,ID,4511,35.3,3.15,22403,45645,20453
13998,ALTAMONT,Utah,UT,757,31.3,2.79,45385,72411,28111
13999,ALTONAH,Utah,UT,381,25.7,3.46,36429,105278,29264
14000,AMERICAN FORK,Utah,UT,46939,26.5,3.8,28781,86767,28732
14001,ALPINE,Utah,UT,10256,30,3.87,31626,113807,38471
14002,ANNABELLA,Utah,UT,820,32,3.2,28580,61875,22021
14003,AURORA,Utah,UT,1024,47.6,2.94,31923,64688,26887
14004,BEAR RIVER CITY,Utah,UT,867,34.8,2.97,28750,62917,23323
14005,BEAVER,Utah,UT,3411,31.3,2.59,25118,44722,20790
14007,BICKNELL,Utah,UT,318,55.1,2.19,31250,69250,34524
14009,BINGHAM CANYON,Utah,UT,579,42.8,2.18,30833,62656,31003
14010,BLANDING,Utah,UT,4510,30.1,3.39,22347,56377,23147
14011,LAKE POWELL,Utah,UT,228,29.6,2.5,14770,40893,16424
14012,BLUEBELL,Utah,UT,606,37.9,2.96,42500,72788,28799
14013,BLUFF,Utah,UT,756,35,2.94,21346,25804,15239
14014,MEXICAN HAT,Utah,UT,998,29.8,5.09,10769,23542,7617
14015,MONUMENT VALLEY,Utah,UT,1821,31.3,4.57,13289,22837,8923
14016,BOUNTIFUL,Utah,UT,46086,33.3,3.01,29199,68134,29744
14017,NORTH SALT LAKE,Utah,UT,19433,30.4,3.15,35069,77307,32405
14018,WOODS CROSS,Utah,UT,15211,32.3,3.23,35400,86158,28116
14019,BRIGHAM CITY,Utah,UT,25004,33.5,2.94,25508,54621,22818
14020,DEWEYVILLE,Utah,UT,486,39.9,2.69,24659,61875,24264
14021,MANTUA,Utah,UT,673,52.2,2.5,36121,74107,33719
14022,CASTLE DALE,Utah,UT,1649,34,3.15,23833,47500,18767
14023,CEDAR CITY,Utah,UT,43563,27.95,3.14,20055.5,45657.5,19552.5
14024,CENTRAL,Utah,UT,641,61.7,1.79,28618,45000,28077
14025,KANARRAVILLE,Utah,UT,232,61.4,2.11,26169,61071,32573
14027,CEDAR VALLEY,Utah,UT,1069,25.1,3.87,30750,75000,22973
14028,CENTERVILLE,Utah,UT,17000,36.8,3.08,33798,84397,34303
14029,CIRCLEVILLE,Utah,UT,927,37.3,3.52,26932,51319,19194
14030,CLARKSTON,Utah,UT,821,31.2,3.36,24286,65417,23336
14031,CLAWSON,Utah,UT,199,36.3,2.76,30625,53750,27172
14032,CLEARFIELD,Utah,UT,64837,29.5,3.32,29055,62057,22665
14033,HILL AFB,Utah,UT,3606,23.2,3.21,27328,52525,18341
14034,SYRACUSE,Utah,UT,27610,29.8,3.69,37962,90681,29046
14035,CLEVELAND,Utah,UT,855,36.3,2.82,40444,72159,25331
14036,COALVILLE,Utah,UT,4339,35.1,2.96,32064,76136,28818
14037,ECHO,Utah,UT,103,22.5,3.43,17344,51094,16448
14038,CORINNE,Utah,UT,1356,36.1,2.81,33611,57143,23992
14039,DELTA,Utah,UT,5793,37.1,2.94,23788,63073,24804
